prompt,response
tec:can yuh gih meh a apple,Can you give me an apple?
"tec:although it waz raining, buh we had d picnic.","Although it was raining, we had the picnic."
tec:Ah hv visited niagara falls last weekend.,I visited Niagara Falls last weekend.
tec:d house isn't enuff big.,The house is not big enough.
tec:d house isn't enuff big.,The house is not big enough.
tec:do yuh like a glass of wine,Would you like a glass of wine?
tec:does yuh like a glass of wine,Would you like a glass of wine?
tec:Ah go always tuh skool by subway.,I always go to school by subway.
tec:It iz more hot now.,It is hotter now.
tec:yuh like dance wit meh?,Would you like to dance with me?
"tec:since your going out, yuh shud check d weather on yuh're fone.","Since you are going out, you should check the weather on your phone."
"tec:since your going out, yuh shud check d weather on yuh're fone.","Since you are going out, you should check the weather on your phone."
tec:deh car broke down so their hitching a ride tuh dey're class. ,Their car broke down so they were hitching a ride to their class
tec:deh car broke down so their hitching a ride tuh dey're class. ,Their car broke down so they were hitching a ride to their class
tec:Ah cyah hardly believe wat she said.,I cannot believe what she said.
"tec:Ah shud get ah car fuh christmas, wah yuh think","I should get a car for christmas, what do you think?"
tec:waz de time in america,What is the time in America?
tec:dey boi dem outside.,The boys are outside.
tec:dem boi dem outside.,The boys are outside.
tec:dem boi dem outside,The boys are outside.
tec:Ah going fr ah snack,I am going for a snack.
tec:Ah going fr ah snack.,I am going for a snack.
tec:dem girls dem outside.,The girls are outside.
tec:dem girls dem outside.,The girls are outside.
tec:Wah iz d time?,What is the time?
tec:Wha iz d time?,What is the time?
tec:wah iz d time,What is the time?
tec:Wa iz d time,What is the time?
tec:deh are not home.,They are not home.
tec:their are not home.,They are not home.
tec:dey are seven candles in d cupboard,There are seven candles in the cupboard.
tec:dey r seven candles in d cupboard .,There are seven candles in the cupboard.
tec:dey're seven candles in d cupboard .,There are seven candles in the cupboard.
tec:deh are seven candles in d cupboard.,There are seven candles in the cupboard.
tec:deh iz a teef in d grocery.,There is a thief in the grocery.
tec:Ah wat mi fone.,I want my phone.
tec:which of d following relationships iz an example of comnsalism?,Which of the following relationship is an example of commensalism?
tec:Wah language yuh cud speak?,What languages do you speak?
tec:which of d following relationships iz an example of commonsalism?,Which of the following relationship is an example of commensalism?
tec:Ah hv live wit mi parenmts in lonfon,I live with my parents in London.
tec:Ah hv live wit mi parenmts in lonfon.,I live with my parents in London.
tec:Ah hv living wit mi parenmts in lonfon.,I am living with my parents in London.
tec:Ah hv living wit mi parenmts in lonfon,I am living with my parents in London.
tec:Ah living wit mi parenmts in lonfon,I am living with my parents in London.
tec:Ah hv living wit mi parenmts in londfon.,I am living with my parents in London.
tec:Ah doh know Ah doing,I do not know what I am doing.
tec:Ah doh know wat Ah doing.,I do not know what I am doing.
